SaleDate,CustomerID,ProductID,UnitPrice,QuantitySold,TotalSales
2023-03-12 19:35:55.563595,8256,893,10.3,4,41.2
2024-03-27 19:35:55.563595,7513,234,133.25,1,133.25
2022-09-27 19:35:55.563595,7743,278,178.52,4,714.08
2023-10-03 19:35:55.563595,1819,289,83.16,2,166.32
2023-06-20 19:35:55.563595,4176,479,14.83,4,59.32
2023-03-20 19:35:55.563595,1769,424,123.56,2,247.12
2023-10-24 19:35:55.563595,7899,845,63.22,1,63.22
2022-11-12 19:35:55.563595,2124,957,14.3,3,42.9
2022-10-17 19:35:55.563595,2941,436,197.88,5,989.4
2022-10-11 19:35:55.563595,1786,771,55.44,3,166.32
2023-10-19 19:35:55.563595,1763,781,134.79,4,539.16
2023-04-22 19:35:55.563595,6940,860,73.52,1,73.52
2023-06-02 19:35:55.563595,8400,378,180.46,1,180.46
2023-08-05 19:35:55.563595,1786,688,109.24,3,327.72
2023-07-18 19:35:55.563595,1913,184,182.94,3,548.82
2023-11-21 19:35:55.563595,3635,625,71.66,2,143.32
2023-11-27 19:35:55.563595,8012,353,23.21,3,69.63
2022-09-27 19:35:55.563595,1623,409,15.2,5,76.0
2024-08-14 19:35:55.563595,3103,825,92.12,5,460.6
2022-11-28 19:35:55.563595,3769,629,146.42,2,292.84
2024-07-29 19:35:55.563595,6043,491,96.04,4,384.16
2023-03-08 19:35:55.563595,1420,771,27.18,1,27.18
2023-06-05 19:35:55.563595,5408,119,36.58,2,73.16
2024-01-23 19:35:55.563595,6827,132,99.42,2,198.84
2023-05-13 19:35:55.563595,7985,660,152.78,1,152.78
2022-09-07 19:35:55.563595,3202,894,16.48,3,49.44
2024-07-08 19:35:55.563595,4902,894,142.35,5,711.75
2023-04-06 19:35:55.563595,3020,924,80.19,2,160.38
2022-12-18 19:35:55.563595,7942,988,184.67,5,923.35
2022-09-02 19:35:55.563595,2805,637,160.64,5,803.2
2022-11-10 19:35:55.563595,6509,364,192.56,1,192.56
2022-11-18 19:35:55.563595,6582,765,100.48,4,401.92
2023-03-03 19:35:55.563595,7338,934,86.47,2,172.94
2022-11-13 19:35:55.563595,9560,597,70.46,5,352.3
2024-02-28 19:35:55.563595,5479,409,46.43,2,92.86
2024-03-07 19:35:55.563595,5436,735,179.7,5,898.5
2024-01-18 19:35:55.563595,8273,703,162.77,3,488.31
2023-03-26 19:35:55.563595,7837,516,54.97,3,164.91
2024-02-05 19:35:55.563595,5230,428,94.79,1,94.79
2024-04-01 19:35:55.563595,2837,771,36.59,2,73.18
2023-08-30 19:35:55.563595,7762,688,129.03,1,129.03
2023-12-22 19:35:55.563595,5845,405,199.76,1,199.76
2023-07-24 19:35:55.563595,5655,146,111.65,4,446.6
2024-06-19 19:35:55.563595,7949,479,173.65,4,694.6
2022-10-09 19:35:55.563595,5200,597,189.21,1,189.21
2023-07-02 19:35:55.563595,4357,603,31.97,4,127.88
2022-09-11 19:35:55.563595,3629,410,72.06,3,216.18
2022-11-28 19:35:55.563595,5763,934,189.95,5,949.75
2024-02-09 19:35:55.563595,9048,428,73.7,2,147.4
2023-01-03 19:35:55.563595,1987,798,23.07,4,92.28
2023-08-18 19:35:55.563595,3259,820,183.91,1,183.91
2022-12-28 19:35:55.563595,3909,954,64.0,4,256.0
2023-12-07 19:35:55.563595,4078,119,64.44,1,64.44
2024-07-10 19:35:55.563595,9240,740,84.73,3,254.19
2024-02-18 19:35:55.563595,8543,735,85.67,1,85.67
2024-03-11 19:35:55.563595,4817,789,182.31,1,182.31
2023-07-10 19:35:55.563595,3647,934,138.92,4,555.68
2022-10-01 19:35:55.563595,9687,269,175.51,1,175.51
2022-12-01 19:35:55.563595,8049,555,163.58,5,817.9
2023-08-28 19:35:55.563595,9752,625,197.36,2,394.72
2024-06-26 19:35:55.563595,1302,114,32.98,1,32.98
2022-10-01 19:35:55.563595,2317,372,167.42,4,669.68
2023-02-14 19:35:55.563595,2614,199,59.4,5,297.0
2023-08-17 19:35:55.563595,5660,429,150.21,3,450.63
2022-10-15 19:35:55.563595,5954,138,188.66,3,565.98
2022-10-04 19:35:55.563595,8598,516,90.32,1,90.32
2022-11-11 19:35:55.563595,4564,173,145.71,2,291.42
2022-11-13 19:35:55.563595,1096,136,190.68,1,190.68
2023-05-23 19:35:55.563595,4091,119,105.86,2,211.72
2023-01-14 19:35:55.563595,9142,372,69.49,3,208.47
2023-09-07 19:35:55.563595,1220,278,14.01,2,28.02
2023-12-27 19:35:55.563595,4245,146,59.1,3,177.3
2023-07-13 19:35:55.563595,2519,422,86.09,3,258.27
2023-03-02 19:35:55.563595,3995,136,134.75,2,269.5
2023-01-16 19:35:55.563595,5176,247,141.96,1,141.96
2023-05-12 19:35:55.563595,8342,835,144.45,2,288.9
2023-02-08 19:35:55.563595,4967,857,138.28,1,138.28
2023-05-23 19:35:55.563595,9631,378,22.79,2,45.58
2024-02-12 19:35:55.563595,2414,173,88.89,4,355.56
2023-05-05 19:35:55.563595,4505,625,183.52,2,367.04
2023-12-08 19:35:55.563595,4363,146,139.62,4,558.48
2023-12-07 19:35:55.563595,5954,352,55.88,3,167.64
2023-10-09 19:35:55.563595,5820,614,50.9,3,152.7
2022-11-16 19:35:55.563595,7985,464,90.58,3,271.74
2024-02-14 19:35:55.563595,1195,894,129.55,3,388.65
2023-12-05 19:35:55.563595,9449,372,80.57,4,322.28
2023-07-20 19:35:55.563595,8027,138,73.96,5,369.8
2022-09-28 19:35:55.563595,5900,894,195.68,3,587.04
2022-10-12 19:35:55.563595,1621,378,99.1,4,396.4
2023-05-22 19:35:55.563595,8273,789,51.28,2,102.56
2023-01-21 19:35:55.563595,2486,352,171.65,3,514.95
2024-07-12 19:35:55.563595,9876,771,138.58,1,138.58
2024-05-06 19:35:55.563595,6768,818,64.16,3,192.48
2023-09-22 19:35:55.563595,6906,845,134.86,1,134.86
2023-02-13 19:35:55.563595,6884,833,165.26,3,495.78
2022-09-06 19:35:55.563595,4127,353,164.57,5,822.85
2024-05-01 19:35:55.563595,2768,464,138.2,1,138.2
2023-07-30 19:35:55.563595,7245,858,94.78,4,379.12
2022-09-10 19:35:55.563595,3803,789,33.31,3,99.93
2024-03-22 19:35:55.563595,2095,422,83.79,4,335.16
2023-06-22 19:35:55.563595,7411,607,110.24,4,440.96
2023-10-09 19:35:55.563595,4817,703,75.84,4,303.36
2024-05-03 19:35:55.563595,4956,409,82.63,4,330.52
2023-07-30 19:35:55.563595,7140,954,109.66,3,328.98
2023-06-25 19:35:55.563595,6370,703,78.46,2,156.92
2023-04-26 19:35:55.563595,1819,549,107.19,4,428.76
2023-06-02 19:35:55.563595,6584,137,194.05,5,970.25
2022-09-22 19:35:55.563595,6693,289,41.64,2,83.28
2023-10-14 19:35:55.563595,1022,800,148.18,2,296.36
2024-03-14 19:35:55.563595,2859,199,118.78,2,237.56
2024-02-17 19:35:55.563595,8095,845,170.37,3,511.11
2024-04-09 19:35:55.563595,7001,893,159.96,1,159.96
2024-02-14 19:35:55.563595,5580,625,89.49,5,447.45
2024-06-24 19:35:55.563595,6467,934,168.75,2,337.5
2022-10-12 19:35:55.563595,4284,464,136.3,3,408.9
2023-06-25 19:35:55.563595,9027,860,60.37,4,241.48
2024-08-06 19:35:55.563595,5486,710,146.91,1,146.91
2024-04-13 19:35:55.563595,6767,173,63.05,1,63.05
2023-11-04 19:35:55.563595,5018,479,26.06,1,26.06
2024-07-08 19:35:55.563595,3721,957,81.88,3,245.64
2024-06-25 19:35:55.563595,3150,688,164.31,4,657.24
2023-01-28 19:35:55.563595,2519,512,118.91,1,118.91
2024-02-04 19:35:55.563595,6159,876,91.98,4,367.92
2022-09-22 19:35:55.563595,7226,131,194.07,3,582.21
2024-05-29 19:35:55.563595,9649,424,119.47,4,477.88
2024-07-27 19:35:55.563595,4074,817,149.99,5,749.95
2023-07-29 19:35:55.563595,4221,136,59.76,3,179.28
2024-07-23 19:35:55.563595,8397,876,198.35,5,991.75
2024-04-05 19:35:55.563595,1863,137,10.7,3,32.1
2023-02-07 19:35:55.563595,2720,817,133.1,4,532.4
2024-08-18 19:35:55.563595,5026,851,17.47,4,69.88
2023-06-12 19:35:55.563595,2408,825,110.36,5,551.8
2024-05-27 19:35:55.563595,8527,952,8.32,1,8.32
2023-02-21 19:35:55.563595,7719,422,103.99,4,415.96
2023-12-21 19:35:55.563595,2097,158,23.29,2,46.58
2022-09-21 19:35:55.563595,6509,352,50.67,5,253.35
2024-03-23 19:35:55.563595,4150,858,195.67,5,978.35
2022-10-10 19:35:55.563595,7479,436,145.04,5,725.2
2023-01-31 19:35:55.563595,6884,555,187.39,4,749.56
2023-04-21 19:35:55.563595,2889,136,113.45,1,113.45
2022-08-24 19:35:55.563595,8003,395,159.79,5,798.95
2023-01-12 19:35:55.563595,6906,817,186.1,4,744.4
2023-08-06 19:35:55.563595,6554,893,135.26,2,270.52
2023-01-15 19:35:55.563595,5310,378,65.27,1,65.27
2024-02-15 19:35:55.563595,4626,301,53.7,4,214.8
2022-11-08 19:35:55.563595,6852,378,74.94,1,74.94
2023-05-17 19:35:55.563595,4945,173,181.5,2,363.0
2022-12-28 19:35:55.563595,9781,876,167.95,1,167.95
2022-12-12 19:35:55.563595,5408,434,176.9,4,707.6
2023-11-16 19:35:55.563595,9913,424,182.85,5,914.25
2024-03-13 19:35:55.563595,6273,988,82.39,3,247.17
2022-10-08 19:35:55.563595,4091,781,98.03,4,392.12
2024-07-29 19:35:55.563595,4526,429,178.59,3,535.77
2023-07-25 19:35:55.563595,5779,199,40.86,2,81.72
2024-03-02 19:35:55.563595,2806,857,90.32,2,180.64
2023-09-25 19:35:55.563595,9864,735,182.89,4,731.56
2023-03-21 19:35:55.563595,9089,511,199.8,4,799.2
2024-02-07 19:35:55.563595,4110,282,32.89,4,131.56
2022-12-30 19:35:55.563595,5738,429,62.84,1,62.84
2023-09-01 19:35:55.563595,7678,851,36.87,5,184.35
2024-06-29 19:35:55.563595,2332,894,11.35,2,22.7
2024-05-29 19:35:55.563595,2397,820,59.71,4,238.84
2023-10-09 19:35:55.563595,3915,846,125.79,3,377.37
2024-01-22 19:35:55.563595,4210,857,9.17,2,18.34
2023-02-02 19:35:55.563595,5408,137,10.05,4,40.2
2023-06-01 19:35:55.563595,1760,512,59.47,1,59.47
2024-07-05 19:35:55.563595,3784,401,83.68,1,83.68
2023-01-23 19:35:55.563595,9067,132,172.88,1,172.88
2023-08-21 19:35:55.563595,9037,429,161.89,2,323.78
2023-12-17 19:35:55.563595,4284,629,190.7,4,762.8
2023-11-09 19:35:55.563595,5453,837,183.96,3,551.88
2023-02-13 19:35:55.563595,7357,560,83.41,5,417.05
2024-06-30 19:35:55.563595,8086,560,124.61,3,373.83
2023-08-09 19:35:55.563595,3308,511,39.95,3,119.85
2023-12-10 19:35:55.563595,6273,557,105.05,2,210.1
2024-02-26 19:35:55.563595,3879,952,135.74,1,135.74
2023-07-17 19:35:55.563595,7245,247,23.64,1,23.64
2024-07-16 19:35:55.563595,1091,597,13.43,1,13.43
2023-02-07 19:35:55.563595,8870,272,195.18,2,390.36
2023-01-18 19:35:55.563595,6455,818,60.8,3,182.4
2023-10-19 19:35:55.563595,7678,301,199.8,3,599.4
2023-09-09 19:35:55.563595,4385,637,111.56,5,557.8
2024-01-19 19:35:55.563595,2070,137,153.17,3,459.51
2022-09-14 19:35:55.563595,4763,625,66.55,3,199.65
2023-02-23 19:35:55.563595,1777,364,129.44,2,258.88
2023-03-24 19:35:55.563595,5221,934,158.04,5,790.2
2023-12-21 19:35:55.563595,1621,104,153.36,1,153.36
2024-06-16 19:35:55.563595,6339,637,194.17,1,194.17
2023-09-07 19:35:55.563595,5660,114,137.49,4,549.96
2023-10-27 19:35:55.563595,6467,751,19.4,2,38.8
2022-12-03 19:35:55.563595,5868,158,125.56,2,251.12
2023-08-05 19:35:55.563595,3751,447,55.4,3,166.2
2022-12-03 19:35:55.563595,2085,429,77.46,1,77.46
2023-12-23 19:35:55.563595,8753,934,70.42,3,211.26
2023-01-26 19:35:55.563595,5243,434,54.79,4,219.16
2023-06-09 19:35:55.563595,1038,301,134.0,5,670.0
2023-09-22 19:35:55.563595,9473,422,136.51,3,409.53
2023-12-27 19:35:55.563595,4789,845,57.07,1,57.07
2022-10-16 19:35:55.563595,5816,137,165.81,1,165.81
2024-03-16 19:35:55.563595,4363,557,25.26,1,25.26
2023-04-13 19:35:55.563595,7124,781,170.73,2,341.46
2023-05-13 19:35:55.563595,1328,424,62.9,4,251.6
2023-09-14 19:35:55.563595,5515,136,128.27,3,384.81
2023-01-03 19:35:55.563595,1251,660,94.77,5,473.85
2022-10-05 19:35:55.563595,4706,688,167.37,2,334.74
2024-06-28 19:35:55.563595,8342,491,147.82,4,591.28
2023-07-03 19:35:55.563595,1022,372,45.46,4,181.84
2024-01-08 19:35:55.563595,9780,954,16.24,2,32.48
2023-12-11 19:35:55.563595,4875,278,75.91,1,75.91
